Fiscal Year Released,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Return to Prison,Days to Return,Recidivism Type,Offense,New Offense
2014,2JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Other-Other Criminal,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,595.0,New,Property-Burglary,Property-Forgery/Fraud
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Robbery,No recidivism
2013,1JD,Parole Granted,Black - Non-Hispanic,35-44,Female,Yes,154.0,New,Other-Other Criminal,Other-Other Criminal
2010,1JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2014,,,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Yes,649.0,New,Violent-Assault,Property-Burglary
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,Yes,928.0,Tech,Other-Other Criminal,Other-Other Criminal
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Sex,No recidivism
2010,5JD,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2014,8JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,5JD,Parole,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,5JD,Parole,White - Non-Hispanic,25-34,Male,Yes,1065.0,New,Drug-Trafficking,Drug-Trafficking
2015,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,301.0,Tech,Public Order-Weapons,Public Order-Weapons
2012,5JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,273.0,Tech,Drug-Trafficking,No recidivism
2011,7JD,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,White - Hispanic,35-44,Male,Yes,636.0,New,Property-Forgery/Fraud,Property-Theft
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,203.0,New,Violent-Assault,Drug-Trafficking
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Burglary,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2013,3JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,131.0,Tech,Drug-Trafficking,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Yes,794.0,Tech,Property-Forgery/Fraud,Property-Forgery/Fraud
2014,1JD,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2013,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Property-Theft,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,2JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2011,1JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,2JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Yes,401.0,New,Violent-Sex,Other-Other Criminal
2010,5JD,Parole,Black - Non-Hispanic,Under 25,Female,No,,No Recidivism,Other-Other Violent,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,25-34,Female,Yes,437.0,New,Property-Burglary,Property-Theft
2010,4JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Yes,54.0,Tech,Violent-Sex,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,939.0,New,Drug-Drug Possession,Property-Forgery/Fraud
2015,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,6JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2014,8JD,Parole,White - Non-Hispanic,25-34,Female,Yes,427.0,New,Drug-Trafficking,Drug-Trafficking
2011,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,5JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,2JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,8JD,Parole,Black - Non-Hispanic,Under 25,Male,Yes,330.0,Tech,Violent-Assault,No recidivism
2014,3JD,Parole,White - Non-Hispanic,35-44,Male,Yes,1045.0,Tech,Drug-Drug Possession,Drug-Drug Possession
2010,6JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,1JD,Special Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,,,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2014,5JD,Parole,White - Non-Hispanic,45-54,Female,Yes,262.0,Tech,Property-Burglary,Property-Burglary
2011,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2014,1JD,Parole,White - Non-Hispanic,25-34,Male,Yes,739.0,New,Drug-Trafficking,Property-Burglary
2014,1JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,425.0,Tech,Other-Other Criminal,Other-Other Criminal
2012,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,2JD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Yes,243.0,New,Property-Burglary,Violent-Assault
2013,8JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Yes,839.0,Tech,Violent-Sex,No recidivism
2011,5JD,Parole,White - Non-Hispanic,25-34,Male,Yes,182.0,Tech,Public Order-OWI,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2012,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,5JD,Paroled to Detainer - Iowa,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,1JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,77.0,Tech,Violent-Assault,Violent-Assault
2011,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,823.0,New,Violent-Assault,Property-Theft
2014,7JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2014,8JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,5JD,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2010,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Other Drug,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2011,2JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,3JD,Parole Granted,White - Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,Asian or Pacific Islander - Non-Hispanic,25-34,Male,Yes,739.0,New,Violent-Assault,Violent-Robbery
2012,4JD,Parole,White - Non-Hispanic,25-34,Male,Yes,224.0,Tech,Drug-Trafficking,No recidivism
2011,7JD,Parole,White - Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,7JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,332.0,New,Violent-Assault,Property-Theft
2011,5JD,Parole,White - Hispanic,Under 25,Male,Yes,553.0,New,Violent-Assault,Violent-Murder/Manslaughter
2012,,Discharged – End of Sentence,White - Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,ISC,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2012,7JD,Parole,White - Non-Hispanic,55 and Older,Female,No,,No Recidivism,Property-Theft,No recidivism
2014,,,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,5JD,Parole,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Public Order-Traffic,No recidivism
2012,1JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2013,,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Other Drug,No recidivism
2011,4JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,144.0,Tech,Property-Burglary,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,672.0,Tech,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-Sex Offender Registry/Residency,No recidivism
2014,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,1JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,126.0,Tech,Other-Other Criminal,Other-Other Criminal
2011,3JD,Parole,White - Non-Hispanic,25-34,Male,Yes,783.0,New,Property-Forgery/Fraud,Property-Burglary
2015,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,590.0,New,Public Order-Flight/Escape,Public Order-OWI
2013,1JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,Yes,353.0,Tech,Violent-Other Violent,No recidivism
2012,3JD,Parole,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,699.0,New,Public Order-OWI,Public Order-OWI
2013,1JD,Parole Granted,White - Non-Hispanic,Under 25,Female,Yes,85.0,Tech,Drug-Trafficking,No recidivism
2014,1JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2010,8JD,Parole,White - Non-Hispanic,25-34,Male,Yes,214.0,Tech,Violent-Other Violent,No recidivism
2010,7JD,Parole,Black - Non-Hispanic,45-54,Female,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2014,,,Black - Non-Hispanic,45-54,Male,Yes,61.0,New,Public Order-Alcohol,Public Order-Alcohol
2014,,,White - Non-Hispanic,Under 25,Male,Yes,673.0,New,Drug-Trafficking,Property-Burglary
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,Yes,264.0,New,Other-Other Criminal,Public Order-Other Public Order
2015,7JD,Parole Granted,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2010,5JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,3JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Yes,594.0,New,Violent-Assault,Property-Vandalism
2012,4JD,Special Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Other-Special Sentence Revocation,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,379.0,New,Drug-Trafficking,Drug-Trafficking
2014,3JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,1JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,3JD,Parole Granted,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,Interstate Compact,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,8JD,Parole,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,3JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2011,Interstate Compact,Parole,White - Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Yes,394.0,New,Property-Burglary,Property-Burglary
2015,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,61.0,Tech,Drug-Trafficking,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2011,1JD,Special Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2011,8JD,Parole,White - Non-Hispanic,45-54,Female,Yes,155.0,Tech,Other-Other Criminal,No recidivism
2010,8JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Other-Other Criminal,No recidivism
2010,5JD,Parole,Black - Non-Hispanic,25-34,Male,Yes,692.0,New,Drug-Trafficking,Drug-Trafficking
2013,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2013,3JD,Parole Granted,White - Hispanic,Under 25,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2014,,,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Property-Theft,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,2JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,25-34,Male,Yes,120.0,New,Property-Theft,Public Order-Other Public Order
2012,ISC,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,White - Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,3JD,Special Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2012,7JD,Parole,Black - Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Yes,386.0,New,Property-Burglary,Drug-Trafficking
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2012,8JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,,Parole Granted,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,41.0,New,Other-Other Criminal,Public Order-Alcohol
2013,,Paroled to Detainer - Out of State,Asian or Pacific Islander - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,175.0,Tech,Property-Forgery/Fraud,Property-Forgery/Fraud
2014,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,895.0,New,Property-Burglary,Drug-Other Drug
2011,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,5JD,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,Yes,740.0,New,Public Order-Other Public Order,Violent-Assault
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,709.0,New,Property-Theft,Violent-Sex
2010,7JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,621.0,Tech,Drug-Other Drug,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Public Order-Other Public Order,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Arson,No recidivism
2014,5JD,Parole,Black - Non-Hispanic,35-44,Male,Yes,558.0,New,Drug-Trafficking,Drug-Drug Possession
2011,7JD,Parole,White - Non-Hispanic,55 and Older,Male,Yes,581.0,New,Public Order-Other Public Order,Public Order-Alcohol
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,5JD,Parole,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,484.0,Tech,Violent-Assault,Violent-Assault
2012,ISC,Parole,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,American Indian or Alaska Native - Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,1JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
